TimeStamp,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
05-17-2024 02:15,10851,6067.4,4715.7,4715.7,5700.82,5700.82
05-17-2024 02:30,10641.1,6369.9,4902.2,4902.2,5700.43,5700.43
05-17-2024 02:45,10178.9,6688.4,4767.5,4767.5,5100.21,5100.21
05-17-2024 03:00,10099.1,7230.1,4634.3,4634.3,5000.46,5000.46
05-17-2024 03:15,9852.1,7264.7,4609.2,4609.2,4600.2,4600.2
05-17-2024 03:30,9531.5,7297.5,4493.5,4493.5,4390.62,4390.62
05-17-2024 03:45,9239,7370.3,4476.1,4476.1,3999.76,3999.76
05-17-2024 04:00,9294.7,7069.5,4476,4476,4465.26,4465.26
05-17-2024 04:15,9582,7105.3,4563,4563,4600.2,4600.2
05-17-2024 04:30,9326,7121.5,4506.1,4506.1,4465.46,4465.46
05-17-2024 04:45,9507.5,7083.6,4558.3,4558.3,4600.08,4600.08
05-17-2024 05:00,10162.8,8079.6,5038.2,5038.2,3999.3,3999.3
05-17-2024 05:15,10515.9,8052.6,5025.1,5025.1,4100.74,4100.74
05-17-2024 05:30,10780.2,8038.5,5156.9,5156.9,4365.26,4365.26
05-17-2024 05:45,10754.6,8119.6,5146.6,5146.6,4100.85,4100.85
05-17-2024 06:00,11745.5,8672.8,6232.6,6232.6,5061,5061
05-17-2024 06:15,11855.1,8927.4,6422.61,6422.61,5100.01,5100.01
05-17-2024 06:30,11326.6,9553.7,6498.5,6498.5,4465.3,4465.3
05-17-2024 06:45,10835.4,9996.7,6362.8,6362.8,4034.47,4034.47
05-17-2024 07:00,10717.6,10539.2,6222.7,6222.7,3989.48,3989.48
05-17-2024 07:15,10142.1,11670.5,5955.9,5955.9,3925.88,3925.88
05-17-2024 07:30,9906.5,12986.8,5985.3,5985.3,3530.41,3530.41
05-17-2024 07:45,9432.1,14303,6410.8,6410.8,3470.38,3470.38
05-17-2024 08:00,9505.4,15315.9,6615,6615,3390.84,3390.84
05-17-2024 08:15,9141.6,16000.3,6861.7,6861.7,3355.63,3355.63
05-17-2024 08:30,8930.2,16937.3,7247.4,7247.4,3350.42,3350.42
05-17-2024 08:45,8598,17516.2,7289.4,7289.4,3090.88,3090.88
05-17-2024 09:00,8969,18574.6,7460.2,7460.2,3350.13,3350.13
05-17-2024 09:15,9090.4,19101.7,7595.8,7595.8,3350.11,3350.11
05-17-2024 09:30,9723.2,19250.1,7664.9,7664.9,3350.38,3350.38
05-17-2024 09:45,9528.2,19628,7711.4,7711.4,3350.08,3350.08
05-17-2024 10:00,10444.6,19591.5,7503.4,7503.4,3350.68,3350.68
05-17-2024 10:15,10989.1,19614.8,7480.3,7480.3,3505.15,3505.15
05-17-2024 10:30,10918.3,19692.7,7495.8,7495.8,3500.87,3500.87
05-17-2024 10:45,10737.9,19564.6,7492.3,7492.3,3390.58,3390.58
05-17-2024 11:00,9826.4,19364.9,7379.9,7379.9,3350.61,3350.61
05-17-2024 11:15,9735.7,19280,7398,7398,3350.48,3350.48
05-17-2024 11:30,9701.8,19121.8,7360.3,7360.3,3350.48,3350.48
05-17-2024 11:45,9694.9,19007.4,7403.9,7403.9,3350.42,3350.42
05-17-2024 12:00,9609.2,18751.6,7352.1,7352.1,3350.4,3350.4
05-17-2024 12:15,9740,18632.1,7316,7316,3350.61,3350.61
05-17-2024 12:30,9837.8,18534.6,7287.4,7287.4,3350.77,3350.77
05-17-2024 12:45,9654.7,18506.7,7277.3,7277.3,3350.55,3350.55
05-17-2024 13:00,8571.6,18595.1,6793.2,6793.2,3019.37,3019.37
05-17-2024 13:15,8696.6,18492.4,6924.3,6924.3,3023.16,3023.16
05-17-2024 13:30,9784.8,17160.3,7313.8,7313.8,3350.63,3350.63
05-17-2024 13:45,10390.6,17004.7,7252.2,7252.2,3505.82,3505.82
05-17-2024 14:00,11664.6,16430.6,7306.08,7306.08,3942.25,3942.25
05-17-2024 14:15,12006.5,16293.3,7550.81,7550.81,3942.72,3942.72
05-17-2024 14:30,12831.7,14608.8,8091.6,8091.6,4100.08,4100.08
05-17-2024 14:45,13740.6,14698.2,8584.12,8584.12,4249.83,4249.83
05-17-2024 15:00,13893.3,13932.1,8877.9,8877.9,4450.94,4450.94
05-17-2024 15:15,14528.9,13148.6,9305.62,9305.62,5061.05,5061.05
05-17-2024 15:30,15078.6,12475.1,9236.12,9236.12,5100.35,5100.35
05-17-2024 15:45,15749,12078.4,8869.61,8869.61,5100.88,5100.88
05-17-2024 16:00,16319.1,11552.7,9766.12,9766.12,5600.67,5600.67
05-17-2024 16:15,16352.3,11238.6,9458.97,9458.97,5600.94,5600.94
05-17-2024 16:30,15578.2,10410.1,9339.51,9339.51,6000.03,6000.03
05-17-2024 16:45,15412.6,9949.7,8959.1,8959.1,6200,6200
05-17-2024 17:00,13992.2,9962.9,8238.26,8238.26,5935.84,5935.84
05-17-2024 17:15,13639.9,9760.6,8049.9,8049.9,5974.74,5974.74
05-17-2024 17:30,12855.1,9609.4,7570.09,7570.09,5576.48,5576.48
05-17-2024 17:45,12561.5,9303,7186.3,7186.3,5259.27,5259.27
05-17-2024 18:00,11339.7,7750.1,6031.82,6031.82,5100.22,5100.22
05-17-2024 18:15,11129.7,7365.1,5664.79,5664.79,5249.23,5249.23
05-17-2024 18:30,11414,6887.8,5566.8,5566.8,5700.04,5700.04
05-17-2024 18:45,12362.2,6618.3,5982.63,5982.63,6000.41,6000.41
05-17-2024 19:00,11820.7,5007.9,4913.3,4913.3,8499.13,8499.13
05-17-2024 19:15,13685.7,5051.4,5051.4,5051.4,10000,10000
05-17-2024 19:30,14650.3,4452.3,4452.3,4452.3,10000,10000
05-17-2024 19:45,14964.3,4518.8,4518.8,4518.8,10000,10000
05-17-2024 20:00,14555.5,4461.3,4461.3,4461.3,10000,10000
05-17-2024 20:15,14737.6,4554.7,4554.7,4554.7,10000,10000
05-17-2024 20:30,14905.2,4602.2,4602.2,4602.2,10000,10000
05-17-2024 20:45,16135.9,4387.7,4387.7,4387.7,10000,10000
05-17-2024 21:00,16403.2,3963.2,3963.2,3963.2,10000,10000
05-17-2024 21:15,17218,3989.2,3989.2,3989.2,10000,10000
05-17-2024 21:30,18154.3,3996.1,3996.09,3996.09,10000,10000
05-17-2024 21:45,18513.1,4154.2,4154.2,4154.2,10000,10000
05-17-2024 22:00,19036,3877.2,3877.2,3877.2,10000,10000
05-17-2024 22:15,20660.5,3798.6,3798.6,3798.6,10000,10000
05-17-2024 22:30,21925.4,3706.9,3706.88,3706.88,10000,10000
05-17-2024 22:45,23201.9,3564,3563.99,3563.99,10000,10000
05-17-2024 23:00,24223.9,3317.5,3317.5,3317.5,10000,10000
05-17-2024 23:15,23304,3304.6,3304.6,3304.6,10000,10000
05-17-2024 23:30,22246.3,3292.1,3292.09,3292.09,10000,10000
05-17-2024 23:45,21525.2,3429.3,3429.3,3429.3,10000,10000
05-18-2024 00:00,14621.2,5214.9,5191.89,5191.89,10000,10000
05-18-2024 00:15,14072.1,5292.4,5269.4,5269.4,10000,10000
05-18-2024 00:30,12666.1,5549.7,5526.69,5526.69,10000,10000
05-18-2024 00:45,11592.3,5648.1,5625.1,5625.1,10000,10000
05-18-2024 01:00,11181.9,6402.6,6379.59,6379.59,10000,10000
05-18-2024 01:15,10565.1,6516,6493,6493,10000,10000
05-18-2024 01:30,10214.8,6932.1,6909.1,6909.1,10000,10000
05-18-2024 01:45,9760.2,7215.9,6873.01,6873.01,8999.17,8999.17
05-18-2024 02:00,9216.6,8135.8,6242.63,6242.63,5999.34,5999.34
05-18-2024 02:15,8632.6,8268.9,5769.63,5769.63,5499.75,5499.75
05-18-2024 02:30,8206.2,8481.6,5649.9,5649.9,4450.07,4450.07
05-18-2024 02:45,7845.2,8545.9,5322.88,5322.88,4360.32,4360.32
05-18-2024 03:00,7628.6,8895.6,5155.79,5155.79,4290.22,4290.22
05-18-2024 03:15,7097.3,9235.4,4684.79,4684.79,4034.15,4034.15
05-18-2024 03:30,6877.5,9169.6,4536,4536,3989.25,3989.25
05-18-2024 03:45,6527.7,9421.1,4341.47,4341.47,3780.12,3780.12
05-18-2024 04:00,6703.8,9599.1,4364.17,4364.17,3783.55,3783.55
05-18-2024 04:15,7078.8,9634,4599.32,4599.32,3999.17,3999.17
05-18-2024 04:30,6941.3,9685.4,4467.77,4467.77,3949.56,3949.56
05-18-2024 04:45,7046.2,9801.6,4570.42,4570.42,3969.18,3969.18
05-18-2024 05:00,8454.1,10912.4,5322.31,5322.31,3999.77,3999.77
05-18-2024 05:15,8915.5,10850.6,5739.02,5739.02,4199.55,4199.55
05-18-2024 05:30,9462,10757.1,6161.88,6161.88,4335.64,4335.64
05-18-2024 05:45,9121.1,10738.9,5837.34,5837.34,4270.63,4270.63
05-18-2024 06:00,9107.9,11497.4,6387.9,6387.9,4175.46,4175.46
05-18-2024 06:15,9358,11682.6,6619.9,6619.9,4270.12,4270.12
05-18-2024 06:30,9141.2,12286.2,6533.4,6533.4,4034.89,4034.89
05-18-2024 06:45,8496.5,12863.3,6107.4,6107.4,3677.37,3677.37
05-18-2024 07:00,8689.6,13821.5,6403,6403,3741.79,3741.79
05-18-2024 07:15,8448.5,14988.5,6287.5,6287.5,3640.72,3640.72
05-18-2024 07:30,8012.7,16312.2,6044.6,6044.6,3519.59,3519.59
05-18-2024 07:45,7739.1,17704.2,6108.8,6108.8,3350.7,3350.7
05-18-2024 08:00,8077.4,18493.2,6672.8,6672.8,3567.02,3567.02
05-18-2024 08:15,7859.2,19163.2,6514.48,6514.48,3500.73,3500.73
05-18-2024 08:30,7633.8,19739.2,6535.59,6535.59,3325.21,3325.21
05-18-2024 08:45,7509.5,20242,6480.89,6480.89,3000.63,3000.63
05-18-2024 09:00,7758.7,21476.3,6632.9,6632.9,3100.13,3100.13
05-18-2024 09:15,7756.6,21743.2,6684.7,6684.7,3000.11,3000.11
05-18-2024 09:30,8032.4,21788.2,6865,6865,3357.17,3357.17
05-18-2024 09:45,7948.2,22204.4,6828.7,6828.7,3049.62,3049.62
05-18-2024 10:00,8183.2,21985,6462.07,6462.07,3000.6,3000.6
05-18-2024 10:15,8547.5,22166.7,6739,6739,3128.61,3128.61
05-18-2024 10:30,8590.7,22248.7,6774.2,6774.2,3200.06,3200.06
05-18-2024 10:45,8591.4,22334.9,6752.8,6752.8,3200.78,3200.78
05-18-2024 11:00,8165.3,22299.6,6896.4,6896.4,2998.09,2998.09
05-18-2024 11:15,8208.2,22335,6879.1,6879.1,3000.7,3000.7
05-18-2024 11:30,8007.4,22072.1,6821.9,6821.9,2850.52,2850.52
05-18-2024 11:45,8104.8,21961.8,6849.2,6849.2,2970.19,2970.19
05-18-2024 12:00,7955.2,21785.4,6794.9,6794.9,2800.64,2800.64
05-18-2024 12:15,8082.5,21567.5,6764.27,6764.27,3000.58,3000.58
05-18-2024 12:30,8013.9,21478.1,6757.9,6757.9,2970.3,2970.3
05-18-2024 12:45,7913.9,21324.8,6696.29,6696.29,2900.92,2900.92
05-18-2024 13:00,7417.4,21508,6697.49,6697.49,2000.21,2000.21
05-18-2024 13:15,7452.3,21427,6743.5,6743.5,1999.98,1999.98
05-18-2024 13:30,7809.7,20625.5,6680.7,6680.7,2800.62,2800.62
05-18-2024 13:45,8200.4,20299.4,6727.7,6727.7,3400.29,3400.29
05-18-2024 14:00,8675,18533.5,6809.9,6809.9,3510.84,3510.84
05-18-2024 14:15,9413,18352,7502.8,7502.8,3652.75,3652.75
05-18-2024 14:30,10001.6,17425.2,7927.15,7927.15,3900.23,3900.23
05-18-2024 14:45,10595.2,17051.1,8500.65,8500.65,3942.12,3942.12
05-18-2024 15:00,10336.6,15343.1,8129.1,8129.1,3942.56,3942.56
05-18-2024 15:15,10584.8,15080.1,8331.2,8331.2,3942.89,3942.89
05-18-2024 15:30,10715.4,14650.8,8430.6,8430.6,3989.27,3989.27
05-18-2024 15:45,10766.5,14275.9,8380.12,8380.12,4175.52,4175.52
05-18-2024 16:00,11304.2,13886.7,8888.71,8888.71,4175.78,4175.78
05-18-2024 16:15,11175.9,13243.6,8728.45,8728.45,4249.59,4249.59
05-18-2024 16:30,11067.4,12415.2,8594.9,8594.9,4320.06,4320.06
05-18-2024 16:45,11015.8,11889.3,8375.33,8375.33,4358.19,4358.19
05-18-2024 17:00,9827,11962.4,7228.3,7228.3,3949.75,3949.75
05-18-2024 17:15,9575.6,11526.3,6993.79,6993.79,3900.92,3900.92
05-18-2024 17:30,8702.7,11170.3,6462.5,6462.5,3643.1,3643.1
05-18-2024 17:45,8430.9,10685.7,6244.24,6244.24,3629.19,3629.19
05-18-2024 18:00,7053,9108.9,5439.1,5439.1,3716,3716
05-18-2024 18:15,7739.1,8601.8,5824.6,5824.6,4369.04,4369.04
05-18-2024 18:30,8293.3,8119,5982.9,5982.9,4770.57,4770.57
05-18-2024 18:45,9511.5,7627.3,6397.75,6397.75,6000.55,6000.55
05-18-2024 19:00,8233.1,5932.5,4766.6,4766.6,5249.45,5249.45
05-18-2024 19:15,9553.1,5662.6,5487.2,5487.2,7999.07,7999.07
05-18-2024 19:30,10754.9,5694.8,5693.8,5693.8,10000,10000
05-18-2024 19:45,11673.5,5838.7,5837.7,5837.7,10000,10000
05-18-2024 20:00,11512.8,5835.7,5835.69,5835.69,10000,10000
05-18-2024 20:15,11677.5,5994.9,5994.89,5994.89,10000,10000
05-18-2024 20:30,11666.3,5938.2,5938.2,5938.2,10000,10000
05-18-2024 20:45,12660.8,5813,5813,5813,10000,10000
05-18-2024 21:00,12737.3,5135.8,5135.79,5135.79,10000,10000
05-18-2024 21:15,13256.6,5133.5,5133.5,5133.5,10000,10000
05-18-2024 21:30,13929.7,4974.7,4974.7,4974.7,10000,10000
05-18-2024 21:45,14108.2,5019.8,5019.79,5019.79,10000,10000
05-18-2024 22:00,15264.2,4714,4713.98,4713.98,10000,10000
05-18-2024 22:15,16951.1,4512.2,4512.2,4512.2,10000,10000
05-18-2024 22:30,18017.1,4308.1,4308.09,4308.09,10000,10000
05-18-2024 22:45,18677.8,4200.8,4200.79,4200.79,10000,10000
05-18-2024 23:00,19708.6,4091,4090.97,4090.97,10000,10000
05-18-2024 23:15,19505.1,4292.7,4292.69,4292.69,10000,10000
05-18-2024 23:30,19072.9,4225.2,4225.2,4225.2,10000,10000
05-18-2024 23:45,18432.2,4221,4220.98,4220.98,10000,10000
05-19-2024 00:00,16735.6,5791.1,5768.08,5768.08,10000,10000
05-19-2024 00:15,16147.1,5852,5829,5829,10000,10000
05-19-2024 00:30,14966.3,6000.1,5977.1,5977.1,10000,10000
05-19-2024 00:45,13605.1,6061,6037.98,6037.98,10000,10000
05-19-2024 01:00,12361.6,6646.8,6623.8,6623.8,10000,10000
05-19-2024 01:15,11372.3,6674.5,6651.5,6651.5,10000,10000
05-19-2024 01:30,10961.4,6992.7,6969.7,6969.7,10000,10000
05-19-2024 01:45,10464.3,7094.5,7071.5,7071.5,10000,10000
05-19-2024 02:00,10534.9,7941.1,7439.2,7439.2,5999.75,5999.75
05-19-2024 02:15,9957.4,7861.9,6874.3,6874.3,5629.66,5629.66
05-19-2024 02:30,9601.7,8069,6730.06,6730.06,5000.4,5000.4
05-19-2024 02:45,9069.9,8034.6,6367.48,6367.48,4350.67,4350.67
05-19-2024 03:00,8668.5,8257.2,6115,6115,4260.04,4260.04
05-19-2024 03:15,8256.8,8385.8,5773.22,5773.22,4190.73,4190.73
05-19-2024 03:30,7724.3,8340.3,5250.35,5250.35,4075.5,4075.5
05-19-2024 03:45,7463.2,8532.3,4993.26,4993.26,4034.32,4034.32
05-19-2024 04:00,7588.4,8676,5175.5,5175.5,4075.54,4075.54
05-19-2024 04:15,7751,8591.8,5306,5306,4170.03,4170.03
05-19-2024 04:30,7546.2,8682.4,5133.8,5133.8,4075.43,4075.43
05-19-2024 04:45,7539.4,8702.4,5126.7,5126.7,4075.37,4075.37
05-19-2024 05:00,8913.2,9830.6,5769,5769,4075.44,4075.44
05-19-2024 05:15,8717.8,9744.7,5569.8,5569.8,4075.31,4075.31
05-19-2024 05:30,8586.5,9829.6,5342,5342,4034.23,4034.23
05-19-2024 05:45,7708.6,9863.3,4813.9,4813.9,3500.07,3500.07
05-19-2024 06:00,8299.2,10309.7,5695.9,5695.9,3989.78,3989.78
05-19-2024 06:15,8590.5,10452.4,5932.98,5932.98,4000.33,4000.33
05-19-2024 06:30,8565.1,11151.3,6110.8,6110.8,3999.11,3999.11
05-19-2024 06:45,8442.4,12091.5,6137.9,6137.9,3778.32,3778.32
05-19-2024 07:00,8321.4,13939.5,6213.89,6213.89,3500.69,3500.69
05-19-2024 07:15,8150.7,15280.8,6335.4,6335.4,3252.51,3252.51
05-19-2024 07:30,7951.1,16369,6257.8,6257.8,3175.9,3175.9
05-19-2024 07:45,7625.7,17488,6172.4,6172.4,2870.86,2870.86
05-19-2024 08:00,7640.6,18676.4,6590.3,6590.3,2870.48,2870.48
05-19-2024 08:15,7309.6,19411.1,6401.5,6401.5,2870.26,2870.26
05-19-2024 08:30,7116.4,20434,6360.4,6360.4,2675.07,2675.07
05-19-2024 08:45,6748.8,20912.4,6098.2,6098.2,1999.95,1999.95
05-19-2024 09:00,6755.1,22568.2,6225.4,6225.4,1999.96,1999.96
05-19-2024 09:15,6773.8,23039,6244.1,6244.1,1999.88,1999.88
05-19-2024 09:30,7217.2,23352.9,6592.1,6592.1,2325.17,2325.17
05-19-2024 09:45,7162.5,23720.6,6632.8,6632.8,1999.99,1999.99
05-19-2024 10:00,6975.1,22641,6255.8,6255.8,2112.34,2112.34
05-19-2024 10:15,6984.1,22820.8,6274,6274,2112.16,2112.16
05-19-2024 10:30,6762.5,22908.9,6116.2,6116.2,1999.87,1999.87
05-19-2024 10:45,6622.9,22985,5976.7,5976.7,1999.8,1999.8
05-19-2024 11:00,6210,22956.7,5779.8,5779.8,1999.66,1999.66
05-19-2024 11:15,6211,22791.7,5781.1,5781.1,1999.66,1999.66
05-19-2024 11:30,6129.2,22740.8,5699.3,5699.3,1999.61,1999.61
05-19-2024 11:45,6116.9,22709.9,5687,5687,1999.62,1999.62
05-19-2024 12:00,6043.5,22400.5,5613.5,5613.5,1999.62,1999.62
05-19-2024 12:15,6024.7,22264.8,5594.8,5594.8,1999.64,1999.64
05-19-2024 12:30,5978.8,22034,5548.7,5548.7,1999.62,1999.62
05-19-2024 12:45,5842.2,22043.6,5412,5412,1999.56,1999.56
05-19-2024 13:00,5689.7,22244.4,5259.6,5259.6,1999.37,1999.37
05-19-2024 13:15,5530.6,22168.1,5100.4,5100.4,1999.29,1999.29
05-19-2024 13:30,5617.9,21670,5187.5,5187.5,1999.38,1999.38
05-19-2024 13:45,6052.6,21493.6,5622.2,5622.2,1999.71,1999.71
05-19-2024 14:00,6729.3,20612.7,6005.5,6005.5,2212.58,2212.58
05-19-2024 14:15,6958.5,20304.5,6185,6185,2325.04,2325.04
05-19-2024 14:30,7645.3,19728.6,6514.92,6514.92,3095.39,3095.39
05-19-2024 14:45,8518.1,19409,7096.5,7096.5,3750.25,3750.25
05-19-2024 15:00,8660.6,18410.2,6980.5,6980.5,3729.54,3729.54
05-19-2024 15:15,8848.1,18056.3,7053.36,7053.36,3790.19,3790.19
05-19-2024 15:30,8959.8,16834.8,7115.92,7115.92,3790.56,3790.56
05-19-2024 15:45,9029,16306.2,7118.45,7118.45,3800.29,3800.29
05-19-2024 16:00,8172.5,15130.3,6301.5,6301.5,3700.31,3700.31
05-19-2024 16:15,8309.3,14476.5,6277.87,6277.87,3800.35,3800.35
05-19-2024 16:30,8027,13365.1,6054.5,6054.5,3830.03,3830.03
05-19-2024 16:45,7780.1,12846.5,5804.3,5804.3,3741.12,3741.12
05-19-2024 17:00,6381.7,11923.6,5019.6,5019.6,2500.28,2500.28
05-19-2024 17:15,6162.1,11645,4879.39,4879.39,2200.6,2200.6
05-19-2024 17:30,5550,11532.8,4628.9,4628.9,1999.56,1999.56
05-19-2024 17:45,5381.8,11239.5,4410.3,4410.3,1999.47,1999.47
05-19-2024 18:00,4974.7,10498.6,4041.6,4041.6,1999.42,1999.42
05-19-2024 18:15,5671,9752.1,4409.1,4409.1,3019.34,3019.34
05-19-2024 18:30,6409.7,9178.1,4790.7,4790.7,3711.5,3711.5
05-19-2024 18:45,7815.5,8713.2,5955.5,5955.5,4260.97,4260.97
05-19-2024 19:00,8092.2,7865.6,5510.11,5510.11,4536.29,4536.29
05-19-2024 19:15,9530.8,7781.7,6148.07,6148.07,5249.6,5249.6
05-19-2024 19:30,10637,7771,6831.3,6831.3,5999.93,5999.93
05-19-2024 19:45,11237.3,7795,7357.1,7357.1,7999.25,7999.25
05-19-2024 20:00,10711,6996.3,6559.51,6559.51,7999.36,7999.36
05-19-2024 20:15,10998.1,7131.4,6926.1,6926.1,9999.36,9999.36
05-19-2024 20:30,11388.9,7126.6,7111.88,7111.88,10000,10000
05-19-2024 20:45,11841.1,6993.8,6979.1,6979.1,10000,10000
05-19-2024 21:00,12048.9,6681.8,6679.78,6679.78,10000,10000
05-19-2024 21:15,12806.2,6688.3,6688.3,6688.3,10000,10000
05-19-2024 21:30,13273.4,6491.2,6491.2,6491.2,10000,10000
05-19-2024 21:45,13670.5,6462.9,6462.89,6462.89,10000,10000
05-19-2024 22:00,14747,5988,5988,5988,10000,10000
05-19-2024 22:15,16162.8,5889,5888.98,5888.98,10000,10000
05-19-2024 22:30,17836.4,5739.1,5739.08,5739.08,10000,10000
05-19-2024 22:45,18968.2,5638.4,5638.4,5638.4,10000,10000
05-19-2024 23:00,20294.3,5575.1,5575.08,5575.08,10000,10000
05-19-2024 23:15,19789.8,5448.1,5448.1,5448.1,10000,10000
05-19-2024 23:30,19371.3,5344.7,5344.7,5344.7,10000,10000
05-19-2024 23:45,18758.6,5361.5,5361.5,5361.5,10000,10000
05-20-2024 00:00,13676.3,4881,4859,4859,10000,10000
05-20-2024 00:15,13043.7,4932.3,4910.3,4910.3,10000,10000
05-20-2024 00:30,12178.4,5054.3,5032.29,5032.29,10000,10000
05-20-2024 00:45,11626.7,5151.8,5129.8,5129.8,10000,10000
05-20-2024 01:00,10885.1,6305.1,6263.4,6263.4,10000,10000
05-20-2024 01:15,9793.3,6331.3,6289.6,6289.6,10000,10000
05-20-2024 01:30,8923.2,6866.2,5810.01,5810.01,5699.33,5699.33
05-20-2024 01:45,8763.1,6975.7,5753.8,5753.8,5070.01,5070.01
05-20-2024 02:00,9310.8,7322,6341.2,6341.2,5249.05,5249.05
05-20-2024 02:15,8871.1,7139.5,5923.49,5923.49,5000.69,5000.69
05-20-2024 02:30,8388.2,7337.7,5545.6,5545.6,4412,4412
05-20-2024 02:45,8021.6,7295.6,5237.59,5237.59,4260.58,4260.58
05-20-2024 03:00,7550.4,7608.7,4933,4933,4190.74,4190.74
05-20-2024 03:15,7264.3,7656.8,4657.3,4657.3,4112.24,4112.24
05-20-2024 03:30,6962.6,7737.3,4394.2,4394.2,3999.31,3999.31
05-20-2024 03:45,6698.3,7740.4,4152.13,4152.13,3840.95,3840.95
05-20-2024 04:00,7104.5,7799.6,4595.8,4595.8,4075.45,4075.45
05-20-2024 04:15,7242,7794.4,4714.1,4714.1,4100.97,4100.97
05-20-2024 04:30,7147.4,7788.2,4638.8,4638.8,4075.39,4075.39
05-20-2024 04:45,7235,7781.2,4722.71,4722.71,4090.36,4090.36
05-20-2024 05:00,9041.6,8817.5,6017.3,6017.3,4260.86,4260.86
05-20-2024 05:15,8908.3,8719.4,5878.8,5878.8,4340.08,4340.08
05-20-2024 05:30,9277.6,8688.1,6142.7,6142.7,4465.96,4465.96
05-20-2024 05:45,9207.1,8649.6,6074.5,6074.5,4369.49,4369.49
05-20-2024 06:00,9760.8,8876.7,6404.18,6404.18,4500.91,4500.91
05-20-2024 06:15,9786.1,9008.5,6568.95,6568.95,4500.79,4500.79
05-20-2024 06:30,9780.3,9616,7017,7017,4500.21,4500.21
05-20-2024 06:45,9222.4,10256.6,6800.9,6800.9,4235.45,4235.45
05-20-2024 07:00,8890.9,11484.8,6280.2,6280.2,3989.89,3989.89
05-20-2024 07:15,8972,12698.3,6369.9,6369.9,3880.94,3880.94
05-20-2024 07:30,8809.7,13683.8,6430.2,6430.2,3830.65,3830.65
05-20-2024 07:45,8582.7,15073.3,6565.3,6565.3,3500.95,3500.95
05-20-2024 08:00,8532.1,15870.9,6947.6,6947.6,3630.35,3630.35
05-20-2024 08:15,8392.7,16678.3,7109.8,7109.8,3500.22,3500.22
05-20-2024 08:30,8269.9,17430.1,7219.2,7219.2,3397.69,3397.69
05-20-2024 08:45,7971.6,17941.3,7031.5,7031.5,2930.67,2930.67
05-20-2024 09:00,8404.7,19306.5,7266.1,7266.1,3210.37,3210.37
05-20-2024 09:15,8822.6,19748.9,7611.8,7611.8,3409.65,3409.65
05-20-2024 09:30,9232.9,20062.4,7756.9,7756.9,3589.12,3589.12
05-20-2024 09:45,9080.8,20381.1,7625.9,7625.9,3530.92,3530.92
05-20-2024 10:00,9323.6,20510.5,7460.8,7460.8,3327.45,3327.45
05-20-2024 10:15,9320.1,20619.8,7457,7457,3304.53,3304.53
05-20-2024 10:30,9242.5,20623.2,7456.8,7456.8,3262.05,3262.05
05-20-2024 10:45,9190.6,20768.4,7459.1,7459.1,3180.19,3180.19
05-20-2024 11:00,8290.9,20707.5,7141.9,7141.9,2800.91,2800.91
05-20-2024 11:15,8136.3,20728.8,7063,7063,2712.61,2712.61
05-20-2024 11:30,8048.2,20670,7045.5,7045.5,2710.15,2710.15
05-20-2024 11:45,8128.1,20544.5,7060.1,7060.1,2712.43,2712.43
05-20-2024 12:00,8156.1,20377.5,7054.9,7054.9,2780.6,2780.6
05-20-2024 12:15,8218.2,20225,7036.1,7036.1,2900.49,2900.49
05-20-2024 12:30,8260.5,20041.9,7055.5,7055.5,2912.7,2912.7
05-20-2024 12:45,8080.4,20021,6885.8,6885.8,2900.91,2900.91
05-20-2024 13:00,7579.6,19947,6746.6,6746.6,2325.84,2325.84
05-20-2024 13:15,7538.5,19770,6762.5,6762.5,2212.57,2212.57
05-20-2024 13:30,7852.6,19062.6,6907.2,6907.2,2675.85,2675.85
05-20-2024 13:45,8259.1,19067.2,6990.3,6990.3,3000.9,3000.9
05-20-2024 14:00,8942.5,18422.7,7268.7,7268.7,3252.88,3252.88
05-20-2024 14:15,9409.7,18242.7,7394.29,7394.29,3500.46,3500.46
05-20-2024 14:30,9903.7,17072.5,7710,7710,3795.28,3795.28
05-20-2024 14:45,10682.3,16596.8,8327.37,8327.37,3800.93,3800.93
05-20-2024 15:00,10446.8,15840.3,7823.08,7823.08,3800.57,3800.57
05-20-2024 15:15,10704.8,15391.8,8044.44,8044.44,3840.81,3840.81
05-20-2024 15:30,10864.1,14403.4,8078.71,8078.71,3942.08,3942.08
05-20-2024 15:45,11152.8,13961.6,8323.22,8323.22,3999.27,3999.27
05-20-2024 16:00,10979.9,12332.1,8040.56,8040.56,4075.21,4075.21
05-20-2024 16:15,11056.9,11765.2,8056.76,8056.76,4170.28,4170.28
05-20-2024 16:30,10957.1,10703.6,8260.84,8260.84,4369.39,4369.39
05-20-2024 16:45,10919.5,10285.8,8152.42,8152.42,4775.97,4775.97
05-20-2024 17:00,9937,9649.4,7221.67,7221.67,4260.73,4260.73
05-20-2024 17:15,10155.8,9513.8,7351.71,7351.71,4369.85,4369.85
05-20-2024 17:30,9523.6,9184.3,6795.1,6795.1,4260.23,4260.23
05-20-2024 17:45,9197.6,8814.2,6370.96,6370.96,4235.59,4235.59
05-20-2024 18:00,8374.7,7610.5,6033,6033,4345.39,4345.39
05-20-2024 18:15,9240.6,7000.8,5971.17,5971.17,5400.01,5400.01
